frame,head_to_l_shoulder,head_to_r_shoulder,head_to_l_wrist,head_to_r_wrist,L_wrist_displacement,R_wrist_displacement,L_elbow_displacement,R_elbow_displacement,L_elbow_to_wrist,R_elbow_to_wrist,shoulder_distance,pose_stability_index,L_wrist_velocity,R_wrist_velocity,L_elbow_velocity,R_elbow_velocity,L_wrist_acceleration,R_wrist_acceleration,L_elbow_acceleration,R_elbow_acceleration,L_wrist_vel_smoothed,L_wrist_accel_smoothed,R_wrist_vel_smoothed,R_wrist_accel_smoothed,L_elbow_vel_smoothed,L_elbow_accel_smoothed,R_elbow_vel_smoothed,R_elbow_accel_smoothed,L_wrist_magnitude,R_wrist_magnitude,L_elbow_magnitude,R_elbow_magnitude,shoulder_angle,wrist_speed_asymmetry,normalized_head_height,wrist_distance
0,318.172235576472,105.30689552892538,217.17602412847367,132.3763275576113,0.0,0.0,0.0,0.0,307.3478860942295,331.36184308946923,409.3119912842159,260.1504576084853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.4808225040913,0.0,-0.007511385118119353,89.49797926388837
1,323.44846046548884,100.10866858406219,210.30724657046414,128.57797466726754,0.0,0.0,0.0,0.0,288.47148214090413,328.18502234568723,413.33166696301953,256.06150310527056,9.309139450421782,4.81292328678737,23.914026128822442,11.192319944359149,9.309139450421782,4.81292328678737,23.914026128822442,11.192319944359149,4.654569725210891,4.654569725210891,2.406461643393685,2.406461643393685,11.957013064411221,11.957013064411221,5.596159972179574,5.596159972179574,13.165111264808903,6.8065013868359925,33.81954008232526,15.828330659731593,150.21056429667038,4.496216163634411,-0.025718014973556323,86.58348459877615
2,331.3153606876379,92.98394282144423,184.3642581838833,117.16690000017066,0.0,0.0,0.0,0.0,300.0365378545455,338.29677963056344,417.94775461576205,254.58736197057243,24.171369451224766,8.722034722958842,13.742971773997812,4.410456909539039,14.862230000802985,3.9091114361714716,-10.17105435482463,-6.78186303482011,11.160169633882182,8.057123150408255,4.511652669915404,2.907344907652947,12.552332634273418,4.580990591332604,5.200925617966063,1.4701523031796795,28.37500628624371,9.55798315173794,17.097357101894364,8.089857623837398,155.94801325770388,15.449334728265924,-0.04545273850666987,72.34101493224708
3,333.35068366299004,78.48211378521171,125.06308577997737,79.44545708660748,0.0,0.0,0.0,0.0,359.8764761697131,360.0033353855734,408.6896856936813,249.27297679482203,60.58065436290372,24.101107563761488,7.349904128551603,9.82375675042897,36.40928491167895,15.379072840802646,-6.39306764544621,5.413299840889931,23.51529081613757,15.145163590725929,9.409016393376925,6.025276890940372,11.251725507842965,1.8374760321379007,6.3566334010817895,2.4559391876072425,70.67992438321802,28.589845526737545,9.74127325446479,11.216506223373557,161.9360830149103,36.479546799142234,-0.06224184482861115,53.88332212707374
4,326.6258284633656,63.84800227767511,107.37511708816379,55.56520110142309,114.6606898346659,48.82745639670745,48.766495139675044,37.34484431012777,377.4486859111883,374.15183277379685,390.0415252220845,242.15088469109963,20.59952657011562,11.19139082319975,3.7595931083031853,11.918310705800614,-39.9811277927881,-12.909716740561738,-3.5903110202484174,2.0945539553716443,22.93213796693318,4.119905314023123,9.76549127934149,2.23827816463995,9.75329902793501,0.751918621660637,7.468968862025553,2.383662141160123,44.975894371275736,17.085315767615757,5.19854533135165,12.100962207690946,172.70705314494182,9.408135746915871,-0.06791328175869876,52.74887001527239
5,320.7968333482136,61.95167262156851,106.8415013466326,67.95589820480998,136.39056738854086,63.738204672836986,60.144006688779385,75.66136643732631,407.8310139770424,398.5220822879079,374.18456998665715,248.29765311040458,21.729877553874967,14.910748276129539,11.377511549104343,38.31652212719853,1.130350983759346,3.7193574529297884,7.617918440801157,26.398211421397917,27.27811347770817,4.345975510774992,12.747640934567396,2.982149655225908,12.028801337755876,2.2755023098208684,15.132273287465262,7.663304425439707,21.75925715305752,15.367629420856177,13.692350069316115,46.52979082451283,146.81562250727487,6.819129277745429,-0.12928520810391791,43.513153615027676
6,315.9468319488463,58.79410299383769,134.44502212358037,89.19748936701976,142.43332043163602,68.62750987068645,43.21324200985266,95.1865872976621,420.0184976231424,432.60842154582605,366.8249208182461,259.6907552029284,15.351892493516935,9.702228484636837,6.983261449895716,30.717540804694956,-6.377985060358032,-5.2085197914927015,-4.394250099208627,-7.598981322503576,28.486664086327202,1.2085506086190292,13.725501974137291,0.9778610395698933,8.642648401970531,-3.3861529357853457,19.03731745953242,3.9050441720671616,16.624057764656975,11.01189883655265,8.25078023049909,31.64351166081062,147.3510932024475,5.649664008880098,-0.11005856665884359,46.391447395932865
7,324.811685048313,68.39210917478285,148.61104980657987,91.2516889990694,147.31931249687545,75.2939771947626,37.91148822022169,95.02391838302115,448.1231975667366,440.9494274647943,378.6793509806656,271.5455012915631,29.057361516464205,15.388502047034985,8.441217984366844,4.247787994898077,13.70546902294727,5.6862735623981475,1.457956534471128,-26.46975280979688,29.46386249937509,0.9771984130478863,15.05879543895252,1.3332934648152286,7.582297644044338,-1.0603507579261937,19.00478367660423,-0.03253378292819278,32.12740480395922,16.405477813158264,8.566200926665525,26.8084224948308,138.38821898680933,13.66885946942922,-0.16900467330543106,59.98862456921727
8,328.45291279854706,70.29760516575229,160.1142466061393,94.35181062857242,107.19529678560025,62.04525020164094,32.91888361655024,95.47192822261957,466.3708181716836,459.69225020652675,382.5825217336123,280.2660236158334,20.456638651628516,10.852380570639825,2.3572995248801556,10.271766590027388,-8.600722864835689,-4.536121476395159,-6.083918459486688,6.023978595129312,21.43905935712005,-8.024803142255042,12.409050040328188,-2.6497453986243324,6.583776723310048,-0.9985209207342894,19.094385644523914,0.08960196791968347,22.19113558881134,11.762251574363395,6.524639826969999,11.907875838896667,136.58897321479543,9.604258080988691,-0.15964229030443475,68.4103324147866
9,315.9476381549014,76.16257960712464,170.36231320172786,88.13434647162029,106.37662969680142,52.40488437179234,33.80452859148885,96.13302946415972,472.60428618879445,449.7996135146416,373.0711905378207,278.01170966809013,19.78085948131679,1.551024993351162,4.645238083241791,12.579411947340757,-0.6757791703117277,-9.301355577288664,2.2879385583616356,2.307645357313369,21.275325939360282,-0.16373341775976727,10.480976874358468,-1.928073165969718,6.760905718297769,0.1771289949877212,19.226605892831945,0.13222024830802842,19.792399533826803,9.429787595972611,5.178117389248508,12.789324924953206,134.21022546616842,18.229834487965626,-0.14544922356983506,83.0539385532077
10,314.0173650068736,78.50181762825365,172.01563379315985,84.8921064130117,90.80948439737325,39.85377173609545,26.001133032738096,74.69013324264324,481.36860033423716,434.0766212805241,369.5371758327728,276.3441886126904,6.162732254446809,2.359635640432637,3.5741159903535875,16.873625905682058,-13.61812722686998,0.8086106470814751,-1.0711220928882037,4.294213958341301,18.16189687947465,-3.1134290598856325,7.97075434721909,-2.5102225271393808,5.200226606547619,-1.560679111750151,14.938026648528648,-4.288579244303295,14.947663964888175,2.4943398994871293,3.73116706278001,17.41147681056716,130.14830852930402,3.8030966140141715,-0.15682151564156813,88.06057065658605
11,308.459726942751,76.95914088499495,161.39466375268296,68.81255625767437,96.11309672000644,42.87452169943216,25.27562133434257,54.72936922098125,469.61273270280157,411.37851535171365,366.3422195764502,266.1370793527241,20.655504816150124,12.722978447973551,6.2577497515001905,10.75677678303297,14.492772561703315,10.363342807540914,2.683633761146603,-6.1168491226490875,19.222619344001288,1.060722464526637,8.574904339886432,0.6041499926673424,5.055124266868514,-0.14510233967910507,10.94587384419625,-3.9921528043323975,25.232723510062513,16.409541575991984,6.808914900067893,12.374331899106718,134.26196159255315,7.932526368176573,-0.14605897748248411,94.14466834892984
12,305.0064250867383,81.22909320916064,157.56872360380567,69.52247991199751,100.46585162506946,42.41585450304445,19.829859431593338,68.33600462450184,440.1378794089984,380.7098014354682,355.8379748490985,255.71605392932386,33.41011642152723,14.929834850647271,2.9954560816176152,17.85442339841866,12.754611605377104,2.2068564026737203,-3.2622936698825753,7.09764661538569,20.093170325013894,0.8705509810126039,8.48317090060889,-0.09173343927754303,3.9659718863186675,-1.0891523805498458,13.667200924900367,2.7213270807041168,35.761935021808085,15.092056978742951,4.42891827938334,19.21345940654352,123.00866522674421,18.480281570879956,-0.15951507149868163,89.51328212779154
13,300.74854629808266,78.8060850306783,138.26015903016025,63.6805668111151,125.58492768403207,45.249583232746275,27.667933976358547,65.09788960478285,404.72021866239794,361.2804415993141,354.80174286545224,243.18539432817153,45.57571471059113,13.686109300341652,10.195374069645364,7.033651570308405,12.165598289063901,-1.2437255503056193,7.1999179880277495,-10.820771828110257,25.116985536806414,5.023815211792522,9.049916646549255,0.566745745940365,5.5335867952717095,1.5676149089530418,13.01957792095657,-0.647623003943797,47.17146969421312,13.74250490359677,12.481364967595598,12.90586523130187,128.06265825978923,31.889605410249477,-0.14679268365305226,76.75335819248896
14,292.38949541342777,74.9691491577042,140.85904545286112,76.55144484433714,143.73048114172124,50.89730552228399,35.331705608768274,57.45699357242097,380.3900616236571,361.52334104547106,353.7508502723288,240.0619125442553,37.92641293900596,7.198747282888881,12.309009715651516,4.938515914978885,-7.649301771585172,-6.487362017452771,2.113635646006152,-2.0951356553295195,28.74609622834425,3.629110691537833,10.179461104456799,1.1295444579075435,7.066341121753655,1.532754326481945,11.491398714484195,-1.5281792064723747,38.69011005428615,9.69060516110263,12.489162334763341,5.364562690167093,140.911402298326,30.727665656117075,-0.122220766301242,64.36970760377591
15,288.2574085249696,65.0793314074668,152.31085481350593,71.34835402565989,172.23944921127935,67.73802819152877,47.4283870665217,47.601736927471784,360.5724888428894,351.8738384121502,353.11208135539135,234.6506224831476,34.671700324004895,19.20035830967742,15.670797448107018,7.018369260732867,-3.2547126150010612,12.001611026788538,3.361787732455502,2.079853345753982,34.44788984225587,5.701793613911617,13.547605638305754,3.368144533848956,9.48567741330434,2.419336291550686,9.520347385494357,-1.9710513289898386,34.82412895628329,22.642712435976634,16.02733631698311,7.320061271590835,174.72811512708282,15.471342014327476,-0.027411254134514628,80.99141261325174
16,285.56631413090395,70.14167923670206,158.2372553023624,81.33507300350205,165.7841996340324,63.915278462526445,62.2098814184132,45.50208785806301,329.22522546073606,337.8306277488173,354.05724093176025,230.91334511639772,14.200255238903223,8.900228718971224,21.039244103391685,8.657127713624186,-20.47144508510167,-10.300129590706195,5.368446655284666,1.6387584528913193,33.156839926806484,-1.2910499154493806,12.78305569250529,-0.7645499458004658,12.441976283682639,2.9562988703782986,9.100417571612601,-0.41992981388175715,24.914399706240804,13.61274185589889,21.713360217449967,8.81086769375881,166.10867694978432,5.300026519931999,-0.008866758357316372,77.0698861113081
17,281.82724832629094,84.92763565998578,179.27922152757827,85.36091021290075,160.66592053798826,56.63718922709663,82.48333448032861,34.45589608981082,303.423562721108,329.0235079103771,357.96475356921854,231.68669141820848,28.29183732548305,7.651745615217446,23.26890914353303,6.8082316301664765,14.091582086579828,-1.2484831037537782,2.229665040141345,-1.84889608345771,32.13318410759765,-1.0236558192088356,11.327437845419325,-1.4556178470859655,16.496666896065722,4.054690612383083,6.891179217962164,-2.209238353650437,31.60697304321332,7.752929834608209,23.375490132213773,7.054816415572026,150.10300556186743,20.640091710265605,0.01859712425210209,94.43831855799631
18,281.43661174331265,95.12984712643863,210.81505310324883,105.22073054264175,137.61470813332173,51.14130732467258,77.68216533471963,30.623594000580727,294.78025114925856,322.3370754733306,367.20482024313577,239.560627054481,22.524502305924585,8.190227397917607,5.394204924036378,3.201349481078311,-5.767335019558466,0.5384817827001607,-17.87470421949665,-3.6068821490881655,27.522941626664345,-4.610242480933309,10.228261464934516,-1.0991763804848094,15.536433066943925,-0.9602338291217969,6.1247188001161454,-0.7664604178460189,23.251136689577727,8.207910054325653,18.670899755956853,4.822679476951712,150.45444636248595,14.334274908006979,-0.0005018861132541605,108.97159398170513
19,282.3811231235431,108.14115726070806,221.51166404601477,121.0429036451002,112.56242389255792,52.48546092372068,78.25866275241769,30.35653296845149,294.45196560774406,314.69328508535546,376.66771446247895,245.55568760442065,12.874128698242158,8.542900881936982,12.885507133349574,4.671454882849648,-9.650373607682427,0.35267348401937504,7.491302209313195,1.4701054017713373,22.512484778511585,-5.01045684815276,10.497092184744137,0.2688307198096197,15.651732550483539,0.11529948353961181,6.071306593690298,-0.05341220642584758,16.089527665744445,8.550177428856669,14.904895265477832,4.897315653990162,145.68634445383717,4.3312278163051765,0.01905382310305444,105.66167817971703
20,286.42818935240797,113.02004985915467,191.9757069132626,114.28377358529471,123.2380349823833,57.070805637653876,99.1245687910567,37.85684690983432,304.05555228537696,327.6010915653196,383.0418473277828,245.77231584122845,45.347311413830276,23.78570302361062,36.536703486746035,14.518683202115696,32.473182715588116,15.242802141673637,23.65119635339646,9.847228319266048,24.64760699647666,2.1351222179650753,11.414161127530775,0.9170689427866396,19.82491375821134,4.173181207727803,7.571369381966863,1.5000627882765656,55.77531934595151,28.250711238084076,43.52366931481437,17.543091731366843,143.29415059010256,21.561608390219657,0.026374833638881195,85.22348560490823
21,287.18322929566915,105.55227706739687,162.09795301783976,114.65003482975698,139.4986005649041,55.04127766341023,98.66543826809013,33.04727523043493,312.9465078034528,335.826517349167,386.0803850520526,243.47670063076217,30.460820821424022,6.870700744727568,20.580113580425127,3.847556034224793,-14.886490592406254,-16.91500227888305,-15.956589906320907,-10.671127167890903,27.899720112980823,3.252113116504159,11.008255532682046,-0.4059055948487316,19.733087653618025,-0.09182610459331109,6.609455046086985,-0.961914335879879,33.903822900562396,18.257158344556768,26.0413869911282,11.343572738330678,156.13571237911336,23.590120076696454,-0.026767871148404974,64.76234179609396
22,289.2156432305458,97.86506095685223,122.42029949656057,97.88187371644248,171.64520723572946,63.680246373525506,82.85312016347022,30.739394025024282,376.58475239076006,355.6530497773638,380.1780359148724,245.68553078334247,60.4384439963084,16.290714325332733,7.456591038913116,4.500350424755832,29.97762317488438,9.420013580605165,-13.123522541512012,0.6527943905310392,34.32904144714589,6.429321334165069,12.7360492747051,1.7277937420230571,16.570624032694045,-3.1624636209239823,6.147878805004856,-0.4615762410821291,67.46453441557476,18.818183469410293,15.093958851778194,4.547449225874742,155.01824657549136,44.147729670975664,-0.04717124164431117,66.72040235707519
23,290.99598414675444,84.0994101877302,96.419182772857,71.55588246652056,175.96026496193096,69.09053223724622,82.3893124293162,37.74076359285152,402.4497560373297,379.0626218849055,372.1455525948191,242.38977001298807,26.839560032126094,13.600513261638325,4.930397189882354,10.202719048905553,-33.598883964182306,-2.690201063694408,-2.5261938490307614,5.702368624149721,35.192052992386195,0.8630115452403004,13.818106447449244,1.0820571727441437,16.47786248586324,-0.09276154683080477,7.548152718570305,1.4002739135654483,43.002871838479436,13.86402332452966,5.539898177122091,11.688134321464116,162.7394017761018,13.23904677048777,-0.08038634290108242,62.63491682347873
24,301.1427931066472,66.36558969262981,94.6105051711363,43.44096477606595,196.1169593287139,84.21745492399046,78.4368288157498,54.28593744800128,424.3053201839008,421.3396709801299,366.10226634861687,245.32958717987526,33.030823065025125,23.66982356868121,8.933023519783177,21.2166287379994,6.19126303289903,10.069310307042885,4.0026263299008225,11.013909689093847,39.223391865742784,4.031338873356591,16.84349098479809,3.0253845373488453,15.68736576314996,-0.7904967227132793,10.857187489600255,3.3090347710299506,33.60605615503756,25.72258847456874,9.788765332860665,23.905052638419715,166.95491779134727,9.360999496343915,-0.08581667716332265,56.55465912386889
25,294.3591495833109,65.11812828229633,163.6370496368888,92.08511995034594,207.24553227008875,98.04239073784845,42.51182264516592,55.21680219848275,473.7644261169823,453.85460573537205,353.886214495546,270.9578134001061,56.47588435520508,37.610638837468606,0.6116973161621496,15.449547952597174,23.445061290179957,13.940815268787397,-8.321326203621027,-5.767080785402227,41.44910645401775,2.22571458827496,19.60847814756969,2.7649871627715976,8.502364529033184,-7.185001234116777,11.043360439696551,0.1861729500962955,61.1489690232206,40.11117654869971,8.343778723915797,16.490838448209814,153.6321450986512,18.865245517736476,-0.14171580566224953,74.85029085808553
26,301.90836429951725,72.5577178378538,209.10723808708772,126.31453992969934,211.45559902715047,109.75139391244107,24.348657147675212,66.65806793480652,507.8805741247148,458.6384257239763,349.14217125248507,289.3641473221906,34.67088757848574,18.579703919320202,2.416948082934415,15.288821770548568,-21.804996776719342,-19.030934918148404,1.8052507667722653,-0.1607261820486059,42.29111980543009,0.8420133514123421,21.950278782488216,2.3418006349185267,4.869731429535042,-3.6326330994981424,13.331613586961305,2.288253147264755,40.95764067805588,26.596651698821088,3.01671483016413,15.289666577044633,125.57307253513937,16.091183659165537,-0.20589134146162918,87.91963180103512
27,303.10763256875504,71.84462632741989,236.3866640626722,149.08870951227829,176.1991494961123,115.94710838325105,20.716187154178893,76.28984290961115,533.9461784099639,468.3848284587084,348.7295291503724,301.64116692716715,25.18199446527027,22.48642879614271,3.8241210454167978,14.132125399560461,-9.488893113215468,3.9067248768225085,1.4071729624823828,-1.1566963709881062,35.239829899222464,-7.051289906207627,23.18942167665021,1.2391428941619957,4.143237430835779,-0.7264939986992636,15.257968581922231,1.926354994960926,26.910442912797453,22.823277136887683,4.074805212073469,14.17938344229251,124.35252475716926,2.6955656691275607,-0.20972333538311683,90.53304349879392
28,311.5460709337025,71.72784837439359,263.37099909225486,169.5718800261812,171.2796580053115,118.46900915430646,17.78763777709353,75.51968719462496,550.9710830343786,476.5740640178965,355.7254922734377,314.2124911074635,21.920068541325286,16.12241403269373,2.001847812796988,9.432563333919356,-3.261925923944986,-6.364014763448981,-1.8222732326198097,-4.699562065641105,34.2559316010623,-0.9838982981601632,23.693801830861293,0.504380154211081,3.557527555418706,-0.5857098754170732,15.103937438924993,-0.15403114299723947,22.161443219919203,17.333000840910273,2.707041632469426,10.538459785813709,122.98961071764313,5.797654508631556,-0.21362562327016668,95.75889653781579
29,308.04357245964167,71.80442233316828,265.07211330266944,156.8607393128711,166.24421912719293,101.26061020235649,14.069614311624791,70.79216637382355,553.5815955100607,470.1093427609949,358.1383464786982,311.94430459401485,27.995384186906538,6.461424616731235,5.215000054314441,16.48910791719799,6.075315645581252,-9.660989415962494,3.2131522415174527,7.056544583278635,33.248843825438584,-1.0070877756237189,20.2521220404713,-3.441679790389995,2.8139228623249584,-0.7436046930937471,14.15843327476471,-0.9455041641602818,28.647006754038735,11.622595431874917,6.125403896370283,17.93559314215174,129.63048934910557,21.533959570175302,-0.19035280826610634,108.212486940002
30,313.4453802690549,71.71957753319519,254.284996711401,144.9701441741882,123.20280536055958,70.94822669421144,18.26448956594365,63.55161485273372,546.2050503754813,463.52678827276304,360.97610229590333,307.875434233141,13.43447058857175,7.298255329323565,4.8065725704810065,8.208996431507343,-14.560913598334787,0.83683071259233,-0.4084274838334343,-8.280111485690648,24.640561072111915,-8.608282753326668,14.189645338842288,-6.0624767016290075,3.65289791318873,0.8389750508637712,12.710322970546745,-1.4481103042179662,19.81174411336292,7.346074903888307,4.823893954561076,11.65966846132284,126.76775865938608,6.136215259248186,-0.18084798296837484,109.98215960127217
31,308.01925474022386,70.86663351764713,217.5300208252874,117.29777602969499,127.12572012065155,74.72616954422725,20.463183223179236,57.71434551090813,511.79950502002237,436.3518085707259,360.53567979169804,288.9143826421856,38.593802338577696,22.357646769336007,4.615641740170001,9.451552428722978,25.159331750005947,15.059391440012442,-0.19093083031100555,1.2425559972156357,25.42514402413031,0.7845829520183898,14.945233908845449,0.7555885700031609,4.0926366446358475,0.4397387314471171,11.542869102181626,-1.1674538683651179,46.07031097199217,26.956439668582362,4.619589078647884,9.532879350915744,133.5666770153816,16.23615556924169,-0.16921020142929208,101.21034137706727
32,309.4081579707519,63.08297494820059,176.64418662074834,77.93947911963807,149.43773208113987,85.71294123291412,23.98344557516891,54.04589338285716,471.62749780173976,404.49384915175676,359.11912720339205,266.0450389737468,47.494006425758606,33.47320048482959,7.344383397406476,10.46367327150949,8.90020408718091,11.115553715493583,2.7287416572364753,1.012120842786512,29.887546416227973,4.462402392097665,17.142588246582825,2.1973543377373757,4.796689115033782,0.7040524703979356,10.809178676571431,-0.7336904256101942,48.320743777010215,35.27053565087464,7.834921730307046,10.51250906935661,138.5373645540971,14.020805940929016,-0.17145857832609046,98.7048532115219
33,319.5144103707039,54.77386241071193,158.73907603977068,65.961403088216,194.49966853453313,108.82179516924745,24.054346628515727,56.51697622143466,406.65510566475433,365.8573020064823,357.6128005413187,247.01628001742253,66.98200499471854,39.231267969027044,2.072748866143801,11.903646172496854,19.48799856895993,5.758067484197454,-5.271634531262675,1.4399729009873639,38.89993370690662,9.01238729067865,21.76435903384949,4.621770787266663,4.810869325703146,0.01418021066936248,11.303395244286932,0.4942165677154996,69.75937988067471,39.65157913135591,5.6644874872579125,11.990425937204106,130.64061169459708,27.750737025691492,-0.20612926855084157,99.36442580370496
34,315.81484199457714,56.29780979799211,177.910617628267,80.11684076674584,226.34236269766222,121.10754759136924,37.627084831373125,44.74455108009726,365.16234607384223,351.4227315783497,365.1965047454754,244.56024179789276,59.83807835003563,18.747177038853028,18.78773825717184,4.716682775860592,-7.143926644682907,-20.484090930174016,16.714989391028038,-7.186963396636262,45.268472539532446,6.368538832625816,24.221509518273848,2.4571504844243583,7.525416966274625,2.7145476405714795,8.948910216019453,-2.35448502826748,60.26301775159964,27.76787042900005,25.146967593771187,8.596484122749802,148.93655698493882,41.090901311182606,-0.1879821386785893,104.45015844197704
35,303.9104028491867,72.93783058859098,185.8772494106797,88.91230876747949,260.74117043279,133.80401208601916,42.94290481305091,37.96549137407814,310.031468268126,330.8627794213747,375.72928875567976,238.32304686587392,47.8332783236995,19.99471982397348,10.122392552158795,1.429936725488224,-12.004800026336127,1.2475427851204515,-8.665345705013044,-3.2867460503723684,52.148234086558,6.8797615470255495,26.76080241720383,2.5392928989299826,8.588580962610182,1.063163996335558,7.593098274815628,-1.3558119412038239,49.3167085161289,20.033601369696466,13.324828222809773,3.5843295940159225,168.81481416193412,27.838558499726023,-0.08461597472288981,99.38833969288149
36,307.0487601605249,86.38010112324778,200.81486958425185,98.830360426035,240.59946093405023,122.48339222670288,49.77774784495935,36.15300496538667,283.07418515654797,315.76212335991113,389.21808029086225,240.16121144305438,18.45209283983796,11.037026910019748,11.450484772078438,7.639066020031507,-29.381185483861543,-8.957692913953732,1.3280922199196432,6.209129294543283,48.11989218681005,-4.028341899747948,24.496678445340574,-2.2641239718632518,9.95554956899187,1.3669686063816875,7.230600993077334,-0.3624972817382943,34.694866920152265,14.214648266953247,11.527247306283114,9.844217401843357,159.6974368200538,7.415065929818212,-0.0685353054001644,106.4910733829559
